distance_mm,cases,original_dice,filtered_dice,dice_change,original_iou,filtered_iou,iou_change,original_false_positive_voxels,filtered_false_positive_voxels,original_false_negative_voxels,filtered_false_negative_voxels,removed_voxels,cases_dice_improved,cases_dice_worsened
5.0,15,0.9892926411831933,0.9872041048053716,-0.0020885363778215373,0.9788436172553558,0.9748895877483584,-0.003954029506997318,6844.866666666667,6797.733333333334,3173.4,4652.066666666667,1525.8,6,2
10.0,15,0.9892926411831933,0.9873542592293562,-0.0019383819538370947,0.9788436172553558,0.975164442069587,-0.0036791751857689087,6844.866666666667,6821.933333333333,3173.4,4532.6,1382.1333333333334,4,1
15.0,15,0.9892926411831933,0.9876369087685352,-0.0016557324146580326,0.9788436172553558,0.9756876709360205,-0.0031559463193352897,6844.866666666667,6832.933333333333,3173.4,4333.4,1171.9333333333334,4,1
20.0,15,0.9892926411831933,0.9881116548818235,-0.0011809863013697427,0.9788436172553558,0.9765770309633556,-0.002266586292000265,6844.866666666667,6833.8,3173.4,4008.3333333333335,846.0,4,1
30.0,15,0.9892926411831933,0.9890454146630323,-0.00024722652016091474,0.9788436172553558,0.978362656605109,-0.0004809606502467349,6844.866666666667,6836.666666666667,3173.4,3354.5333333333333,189.33333333333334,3,1
40.0,15,0.9892926411831933,0.9893004926675053,7.8514843121269e-06,0.9788436172553558,0.9788590438088122,1.5426553456343585e-05,6844.866666666667,6836.8,3173.4,3173.4,8.066666666666666,3,0
