case,distance_mm,original_dice,original_iou,original_false_positive_voxels,original_false_negative_voxels,original_prediction_voxels,filtered_dice,filtered_iou,filtered_false_positive_voxels,filtered_false_negative_voxels,filtered_prediction_voxels,dice_change,iou_change,removed_voxels,largest_component_voxels
dataset8_090,5.0,0.9932909549344792,0.98667133249988,3458,1265,353084,0.9932909549344792,0.98667133249988,3458,1265,353084,0.0,0.0,0,353084
dataset8_090,10.0,0.9932909549344792,0.98667133249988,3458,1265,353084,0.9932909549344792,0.98667133249988,3458,1265,353084,0.0,0.0,0,353084
dataset8_090,15.0,0.9932909549344792,0.98667133249988,3458,1265,353084,0.9932909549344792,0.98667133249988,3458,1265,353084,0.0,0.0,0,353084
dataset8_090,20.0,0.9932909549344792,0.98667133249988,3458,1265,353084,0.9932909549344792,0.98667133249988,3458,1265,353084,0.0,0.0,0,353084
dataset8_090,30.0,0.9932909549344792,0.98667133249988,3458,1265,353084,0.9932909549344792,0.98667133249988,3458,1265,353084,0.0,0.0,0,353084
dataset8_090,40.0,0.9932909549344792,0.98667133249988,3458,1265,353084,0.9932909549344792,0.98667133249988,3458,1265,353084,0.0,0.0,0,353084
dataset8_091,5.0,0.991856583516917,0.9838447261571346,4873,1899,417283,0.991856583516917,0.9838447261571346,4873,1899,417283,0.0,0.0,0,417283
dataset8_091,10.0,0.991856583516917,0.9838447261571346,4873,1899,417283,0.991856583516917,0.9838447261571346,4873,1899,417283,0.0,0.0,0,417283
dataset8_091,15.0,0.991856583516917,0.9838447261571346,4873,1899,417283,0.991856583516917,0.9838447261571346,4873,1899,417283,0.0,0.0,0,417283
dataset8_091,20.0,0.991856583516917,0.9838447261571346,4873,1899,417283,0.991856583516917,0.9838447261571346,4873,1899,417283,0.0,0.0,0,417283
dataset8_091,30.0,0.991856583516917,0.9838447261571346,4873,1899,417283,0.991856583516917,0.9838447261571346,4873,1899,417283,0.0,0.0,0,417283
dataset8_091,40.0,0.991856583516917,0.9838447261571346,4873,1899,417283,0.991856583516917,0.9838447261571346,4873,1899,417283,0.0,0.0,0,417283
dataset8_092,5.0,0.9923393631043221,0.9847952046250846,1443,5700,464086,0.9924457997123333,0.9850048755977397,1343,5700,463986,0.00010643660801112897,0.00020967097265511825,100,463959
dataset8_092,10.0,0.9923393631043221,0.9847952046250846,1443,5700,464086,0.9924159951606519,0.9849461587263739,1371,5700,464014,7.663205632979508e-05,0.0001509541012892912,72,463959
dataset8_092,15.0,0.9923393631043221,0.9847952046250846,1443,5700,464086,0.9924159951606519,0.9849461587263739,1371,5700,464014,7.663205632979508e-05,0.0001509541012892912,72,463959
dataset8_092,20.0,0.9923393631043221,0.9847952046250846,1443,5700,464086,0.9924159951606519,0.9849461587263739,1371,5700,464014,7.663205632979508e-05,0.0001509541012892912,72,463959
dataset8_092,30.0,0.9923393631043221,0.9847952046250846,1443,5700,464086,0.9924159951606519,0.9849461587263739,1371,5700,464014,7.663205632979508e-05,0.0001509541012892912,72,463959
dataset8_092,40.0,0.9923393631043221,0.9847952046250846,1443,5700,464086,0.9924159951606519,0.9849461587263739,1371,5700,464014,7.663205632979508e-05,0.0001509541012892912,72,463959
